code,CF
200,00119310621
200,00119580439
200,00120060702
200,00120480140
200,00120490149
200,00120630603
200,00120680079
200,00121000699
404,00121130827
200,00121280499
404,00121280572
200,00121350086
404,00121390579
404,00121490577
404,00121720577
200,00121900575
200,00122190572
200,00122200579
404,00122220197
200,00122230196
200,00122310055
404,00122390578
200,00122400575
200,00122480312
404,00122500317
200,00122520570
200,00122580624
200,00122590706
000,00122710577
404,00122890577
200,00122990310
200,00123030314
200,00123080319
200,00123120073
200,00123140576
200,00123220428
200,00123380313
200,00123390312
200,00123410318
200,00123460313
200,00123470312
200,00123480311
200,00123600686
404,00123780579
200,00123800641
200,00123930570
200,00124030222
200,00124100538
404,00124140906
200,00124310509
200,00124360538
000,00124520693
404,00124590332
200,00124600685
200,00124600834
200,00124750076
200,00124870072
200,00125130195
200,00125240598
200,00125390229
200,00125590075
200,00125600072
200,00125680033
200,00125710079
200,00125720078
200,00125720433
200,00125740076
200,00125770073
200,00126690221
404,00127040764
404,00127190627
200,00127250595
200,00127440410
404,00127640472
200,00127760213
404,00127790608
200,00127840536
200,00127900686
200,00127950855
404,00128180833
404,00128340684
200,00128620531
200,00128850229
200,00128970761
200,00129020418
200,00129520797
200,00129650560
200,00129810438
200,00130350424
200,00130430598
000,00130500119
200,00130720113
200,00131010290
200,00131050056
200,00131300055
200,00132100439
200,00132110438
200,00132240805
404,00132550252
200,00133400515
200,00133750141
200,00133870642
404,00133880252
200,00133930917
200,00134520527
200,00134550433
200,00134670918
200,00134780527
200,00134970805
200,00135250769
200,00135350197
404,00135420099
200,00135600088
302,00135880425
404,00136120441
200,00136270618
200,00136380805
404,00136550837
200,00136690591
200,00136780855
200,00137020871
404,00137130514
200,00137520516
200,00137710802
200,00137850145
404,00137880688
200,00137890430
200,00138020078
200,00138030077
200,00138080460
200,00138700513
200,00138790431
200,00139020911
200,00139430714
200,00139550818
200,00139560676
200,00139710701
200,00139720072
404,00140390501
200,00140670431
200,00141040626
200,00141070912
404,00141290452
200,00141480855
404,00141490508
200,00141530352
200,00141570622
200,00141580621
200,00141660225
200,00141730036
200,00141930479
404,00142300599
200,00142410935
200,00142430388
200,00142660570
200,00142680669
200,00143280402
200,00143390649
404,00144100765
404,00144230851
404,00144310836
404,00144460250
200,00144520665
404,00144970597
200,00145030623
200,00145100830
200,00145130597
404,00145440699
200,00145650453
404,00145870259
404,00145920252
200,00145920351
200,00146060413
000,00146270228
200,00146380878
000,00146470471
200,00146680616
200,00147070874
200,00147540827
404,00147990923
404,00148160831
404,00148360662
200,00148580392
200,00148590227
200,00149110223
200,00149120222
200,00149130221
000,00149620692
404,00149690836
404,00150050839
200,00150060333
200,00150310910
200,00150590610
200,00151070612
200,00151970910
200,00151990827
200,00152050910
200,00152060919
200,00152150223
200,00152230413
404,00152340915
200,00152550208
200,00152550240
200,00153320916
200,00153390083
200,00153460696
000,00153530621
200,00154240691
200,00154850911
200,00154860910
200,00155020910
200,00155030919
404,00155310915
200,00155620057
404,00155670425
200,00156030918
200,00156710568
200,00157190323
200,00157770918
200,00157780917
200,00158240838
200,00158390419
200,00158780627
200,00158950915
200,00158960914
200,00159030931
200,00159200229
404,00159200674
200,00159240225
200,00159270222
200,00159330224
404,00159440502
200,00159450204
200,00159460203
200,00159650837
200,00159990910
200,00160010914
200,00160130910
200,00160210910
200,00160240917
000,00160250619
200,00160250916
200,00160310066
200,00160360517
200,00160490918
200,00160510913
404,00160520912
404,00161060256
200,00161070917
200,00161090428
404,00161370259
404,00161500913
200,00161510912
404,00161670914
000,00161690664
200,00161690912
200,00161820915
200,00161980917
200,00162000871
200,00162010052
404,00162210348
200,00162440937
404,00162600506
200,00162610505
200,00162630800
200,00162710628
000,00162850069
200,00162890917
404,00162960629
200,00162960918
404,00163150618
200,00163510910
200,00163570542
200,00163620206
200,00163690241
200,00164080913
404,00164110256
200,00164280661
200,00164790792
200,00165190034
200,00165200031
200,00165420506
200,00165480096
200,00166140707
200,00166560425
200,00166560540
200,00166930347
200,00167260660
200,00167320050
200,00167670033
200,00167930346
200,00168090348
200,00168290799
200,00168450427
200,00168480242
200,00168600427
200,00168650307
200,00168660421
200,00168660462
200,00168960706
200,00169080439
200,00169140704
200,00169370442
200,00169690914
000,00170090112
200,00170280705
404,00170330880
200,00170360242
200,00170360341
404,00170370688
200,00170500565
200,00170690705
200,00170780464
200,00171190564
200,00171430911
200,00171510563
200,00171670706
200,00172190704
200,00172340069
404,00172350506
404,00172440505
200,00172460701
200,00172550501
200,00172780686
404,00172780702
200,00172790198
200,00172960361
200,00172960429
404,00173090259
404,00173100256
200,00173110701
000,00173390667
200,00173470667
200,00173630674
000,00173660051
200,00173840422
200,00174260893
200,00174750679
200,00174760199
404,00175270099
404,00175500883
200,00175660554
404,00176150670
200,00176190429
200,00176320422
200,00176400026
404,00176620748
200,00176710242
200,00176730240
200,00176790707
200,00176800258
200,00176820512
200,00176920643
200,00177020229
200,00177080033
200,00177290517
200,00177340197
200,00177650553
200,00177740214
404,00177790912
404,00178250551
200,00178430245
200,00178480208
404,00178630695
404,00178930558
200,00179120555
200,00179190558
200,00179200555
200,00179380555
200,00179440334
200,00179490552
404,00179510672
200,00179650221
200,00179660840
200,00179790365
200,00179790555
200,00179840699
404,00180010332
200,00180270886
200,00180280554
404,00180300766
200,00180400665
200,00180530552
404,00180590911
404,00180620833
200,00180740557
200,00180780058
200,00180870479
404,00180880692
404,00181120114
200,00181620667
200,00181660473
200,00181710427
200,00181730664
200,00181760455
404,00181790668
200,00181800665
200,00181810664
404,00181820663
200,00181950668
200,00182090241
200,00182090662
200,00182150797
000,00182160796
404,00182220335
404,00182280420
200,00182380428
200,00182490433
200,00182610055
200,00182620054
200,00182890053
200,00182910034
200,00182910695
200,00182930768
200,00183100049
200,00183800341
404,00183860667
404,00183900893
200,00183970508
404,00184260040
200,00184280360
200,00184460426
200,00184500031
404,00184530640
200,00184820058
200,00184890259
200,00185360435
200,00185420361
200,00185430477
404,00185520426
200,00185610664
200,00185650249
200,00185780202
200,00185810660
200,00185910254
404,00185930252
404,00185950250
404,00185970258
404,00185980257
200,00185990553
200,00186130050
200,00186490181
200,00186560215
200,00187170667
404,00187490503
200,00187570569
200,00187590666
200,00187650569
200,00187760566
200,00188060503
200,00188100796
200,00188210462
200,00188370456
404,00188400568
200,00188450217
200,00188530562
404,00188910665
200,00188950422
404,00189210669
200,00189230667
200,00189250665
404,00189270663
200,00189590052
404,00189710056
200,00189780661
200,00189800204
200,00190020065
200,00190090035
404,00190240663
200,00190300053
200,00190300665
200,00190310052
200,00190560466
200,00190850669
200,00191060052
404,00191110667
200,00191250653
200,00191290519
200,00191880053
200,00191920057
200,00191930056
404,00191990456
200,00192130052
200,00192140051
200,00192150050
200,00192220051
200,00192230050
200,00192250512
200,00192320117
200,00192420115
200,00192560241
404,00192630291
200,00192660298
200,00192710291
404,00192710689
200,00192720290
200,00192730299
000,00192880706
200,00192920890
200,00192970689
200,00193030665
200,00193110665
200,00193210085
200,00193430519
404,00193460680
414,00193560661
200,00193620424
404,00194080255
200,00194160701
200,00194510277
200,00194820932
200,00194880258
200,00194940938
200,00195150669
200,00195310677
200,00195710058
200,00195720677
200,00195810700
200,00195850664
200,00195880893
200,00196160881
404,00196380695
200,00196480297
200,00196700702
200,00196710420
200,00196790794
404,00196880892
200,00196900674
200,00197020290
404,00197020902
200,00197030901
404,00197110463
404,00197150295
200,00197180250
200,00197200298
200,00197210297
200,00197230295
200,00197250707
200,00197350291
200,00197480296
200,00197500119
200,00197530298
200,00197560667
200,00197620461
200,00197650294
200,00197650518
200,00197690662
404,00197710668
200,00197730666
200,00197780299
200,00197950116
200,00198010746
200,00198130700
200,00198670333
404,00198720609
200,00199290206
404,00199310293
404,00199350695
301,00199400649
404,00199660606
200,00199700493
404,00199730037
200,00199870296
404,00199980665
200,00200150290
200,00200430031
200,00200810299
200,00201150349
200,00201380664
404,00201600038
200,00201720059
200,00201720299
200,00201900503
200,00202030342
200,00202080024
200,00202100392
200,00202120028
200,00202280343
200,00202300398
200,00202320297
200,00202480612
000,00202560702
200,00202660296
200,00203130398
503,00203510250
200,00203620257
404,00203700257
200,00203720933
200,00203870225
200,00203910641
200,00203920640
301,00204360465
200,00204380257
404,00204440259
404,00204620256
200,00204900666
404,00205230295
200,00205780745
404,00206050254
200,00206060055
200,00206070054
200,00206090250
200,00206220907
200,00206230252
200,00206240251
200,00206250250
200,00206310252
404,00206480253
404,00206500258
404,00206570251
200,00206590200
404,00206600256
404,00207040254
404,00207050253
200,00207190257
404,00207210253
404,00207290933
200,00207350059
200,00207360058
000,00207470253
000,00207470766
200,00207480641
200,00207740937
404,00207780255
200,00207820663
200,00208390427
200,00208410662
404,00208500256
200,00208680264
200,00208720086
200,00208930719
200,00209670058
200,00209680057
200,00209700566
200,00210150876
200,00210190294
200,00210240321
404,00210400669
200,00210400693
200,00210430021
200,00210940433
200,00211160114
404,00211170469
200,00211750062
200,00211810338
200,00211890330
404,00211900667
200,00212050678
200,00212110662
200,00212130561
200,00212140560
200,00212300255
404,00212310254
200,00212360333
200,00212360663
200,00212370092
200,00212530760
200,00212540769
200,00212670665
200,00212680037
200,00213000664
200,00213100126
200,00213130669
200,00213300114
404,00213320112
200,00214200537
200,00214240129
404,00214310690
200,00214710113
200,00214770935
200,00214810046
200,00214990764
404,00215010661
200,00215150236
200,00215200114
404,00215200841
200,00215230566
200,00215240565
200,00215270430
200,00215570649
200,00215570664
404,00215640848
200,00215750332
200,00215760117
200,00215780339
200,00215790114
200,00215880048
404,00215920349
000,00215930348
200,00216210666
404,00216350835
200,00216390666
404,00216410530
200,00216460667
200,00216470336
200,00216470666
200,00216540641
200,00216560524
200,00216710335
200,00216740696
200,00216910562
404,00216920330
200,00217050418
200,00217110204
200,00217130129
200,00217140607
200,00217240431
404,00217280668
404,00217340561
200,00217520808
200,00217530807
200,00217860667
404,00218000669
200,00218020667
404,00218220499
200,00218260446
200,00218320430
200,00218390110
404,00218530244
200,00218530566
200,00218540243
200,00218770394
200,00218780393
200,00218850907
200,00218950640
200,00218960532
404,00219260692
404,00219280567
200,00219310562
404,00219500667
200,00219510666
404,00219620564
200,00220040349
200,00220080162
200,00220240238
200,00220600407
200,00220670566
200,00220720338
200,00220810790
200,00220950844
200,00221110687
200,00221130560
200,00221260433
200,00221280688
200,00221360688
200,00221370802
200,00221400526
200,00221710163
200,00221720360
200,00221730120
200,00221740038
200,00221740368
200,00221750367
200,00221880651
200,00221900020
200,00221940364
200,00221990682
200,00222000093
200,00222010654
200,00222050429
000,00222070567
200,00222250904
000,00222350563
200,00222390544
200,00222420762
200,00222560336
200,00222570020
200,00222970873
200,00223000522
200,00223070202
200,00223170341
200,00223210683
200,00223590415
200,00223640129
200,00223660127
200,00223680125
200,00223910332
200,00223910365
404,00223940651
404,00224000125
200,00224000430
200,00224020362
200,00224020669
404,00224100602
404,00224110098
200,00224310334
404,00224320366
404,00224340331
200,00224380162
000,00224450601
200,00224550525
404,00224700682
200,00224710681
200,00224880765
200,00225310705
200,00225500123
000,00225510122
200,00225520121
200,00225660646
404,00225670645
200,00225690296
404,00225910686
200,00225920032
200,00226010395
200,00226180347
200,00226360527
200,00226510121
200,00226540839
200,00226700128
404,00226820124
200,00226970366
200,00227100641
200,00227350295
200,00227400124
200,00227410099
200,00227430345
200,00227480522
200,00227550134
200,00227560133
200,00228320693
200,00228490207
404,00228640686
200,00228670683
200,00228680336
404,00228700332
200,00228820643
200,00229010061
200,00229010442
200,00229080338
200,00229130331
200,00229160098
404,00229220769
404,00229230602
200,00229290028
200,00229440334
200,00229470521
404,00229510334
200,00229520333
200,00229630686
200,00229690524
200,00229710165
200,00230080640
000,00230080681
200,00230090870
200,00230120529
200,00230140337
200,00230170698
200,00230250334
200,00230280331
000,00230400681
200,00230610503
200,00230810160
200,00231100512
200,00231130642
404,00231170333
200,00231300526
200,00231310343
000,00231350687
200,00231450651
404,00231550336
200,00231650508
404,00231710682
404,00231740820
404,00231830688
404,00231910514
200,00232070235
000,00232210526
200,00232220129
200,00232380212
200,00232380642
200,00232410332
404,00232420331
200,00232480210
200,00232910091
200,00232910166
404,00232920801
200,00233230846
200,00233330521
200,00233410034
404,00233510692
200,00233530237
404,00233770601
200,00233770908
200,00233780527
404,00233820224
404,00233900646
200,00233930130
404,00234140234
200,00234480523
200,00234500692
200,00235250644
000,00235390119
200,00235390663
404,00235500493
000,00235550696
200,00235880366
404,00236000923
200,00236130241
200,00236180568
200,00236190567
200,00236730693
200,00236840120
200,00237070362
200,00237080908
200,00237220900
200,00237790126
200,00238090641
000,00238090799
200,00238120844
200,00238440762
200,00238480560
200,00238520167
200,00238700082
410,00238720080
404,00239020696
200,00239690795
200,00239730815
200,00239740905
200,00239820814
404,00239980691
200,00240600163
200,00240610527
200,00240690792
404,00240710699
200,00240820183
200,00240830695
200,00240870162
200,00240880161
200,00240930164
404,00240940163
200,00241280023
200,00241500024
200,00241700244
200,00241790245
200,00241790344
200,00241950641
200,00242110765
200,00242200517
200,00242500395
200,00242630432
200,00242710432
200,00242770238
200,00242920395
404,00242970366
200,00243110343
200,00243240876
200,00243280120
200,00243570694
200,00243610763
200,00243720430
200,00243770872
200,00243790516
404,00243880127
200,00243880739
200,00244220182
200,00244230082
200,00244360046
200,00244400438
404,00244500088
200,00244820080
404,00244940086
404,00244950242
200,00245010087
200,00245030085
200,00245050794
200,00245080080
200,00245240643
200,00245250097
200,00245430236
200,00245460167
200,00245920087
404,00246160089
200,00246170088
200,00246180590
404,00246190086
200,00246210082
200,00246270086
200,00246270169
200,00246280085
404,00246290084
200,00246310213
200,00246330088
200,00246350086
200,00246370167
200,00246380166
200,00246500086
200,00246520084
200,00246590087
200,00246620082
404,00246880082
200,00246880397
200,00247020092
200,00247030083
200,00247030224
200,00247040082
200,00247210081
200,00247210644
404,00247290083
200,00247300080
500,00247350085
200,00247360084
200,00247410905
404,00247490907
200,00247570120
200,00247620164
404,00247640907
000,00247720691
200,00247790082
200,00247990815
200,00248270126
200,00248280125
000,00248290090
200,00248350084
200,00248390049
200,00248530693
200,00248560690
200,00248560906
200,00248570905
404,00248590903
200,00248610909
200,00248730566
200,00248770042
200,00248800641
200,00248950248
200,00249010596
200,00249070301
200,00249160243
404,00249220690
404,00249250085
200,00249310087
404,00249350901
200,00249370248
200,00249480690
200,00249580127
200,00249600123
200,00249810227
200,00249830225
200,00250170081
404,00250320843
200,00250430121
200,00250450087
200,00250450160
200,00250550084
200,00250570082
200,00250760808
200,00250810124
404,00250850781
200,00250930161
403,00250950409
200,00251040804
200,00251050696
200,00251080214
200,00251080230
200,00251130621
200,00251200069
200,00251200093
200,00251560082
200,00251580080
200,00251670303
200,00251720694
404,00251860698
200,00251880167
200,00252040225
200,00252040902
200,00252060231
200,00252240262
200,00252280128
401,00252780697
200,00252790696
200,00252900659
200,00252920699
200,00252960224
200,00253000806
200,00253170690
200,00253250906
404,00253270649
200,00253310908
200,00253340202
200,00253540694
200,00253600605
200,00253630099
404,00253640049
404,00253650089
200,00253650691
404,00253750087
200,00253800213
200,00253840904
200,00253930226
404,00253990907
200,00254060692
200,00254070840
404,00254180243
200,00254240682
404,00254250699
200,00254260698
200,00254280902
200,00254570625
200,00254630080
200,00254640121
200,00254670904
200,00255040438
200,00255060337
200,00255090805
200,00255210817
200,00255330607
200,00255510901
404,00255900904
200,00255920167
404,00256160698
200,00256270224
404,00256290784
200,00256300229
200,00256400243
200,00256400904
200,00256410127
200,00256420514
200,00256440512
200,00256490806
200,00256690900
200,00256700808
200,00256810904
404,00256970906
200,00256990904
404,00257710905
200,00257850396
200,00258740513
200,00258950245
200,00259030047
200,00259290518
200,00259570695
404,00259680122
200,00259700128
200,00259810232
200,00259850121
200,00259890515
000,00260270830
404,00260490693
200,00260520127
200,00260620786
200,00260810692
200,00261120901
200,00261180095
200,00261320097
200,00261340699
200,00261470207
200,00261520233
000,00261630248
200,00261780795
200,00261810121
404,00261830129
200,00262320419
200,00262470248
200,00262470438
200,00262700362
200,00263100125
200,00263160087
200,00263210437
200,00263320228
200,00263400806
404,00263510125
200,00263530123
200,00263540361
404,00263580789
200,00263850646
200,00263860785
200,00264180241
404,00264420431
000,00264420696
200,00264460213
404,00264540808
404,00264560608
200,00264620691
200,00264700238
200,00265210039
200,00265370197
200,00265460238
200,00265950436
404,00266020098
200,00266030436
200,00266100221
404,00266290097
200,00266350024
200,00266420249
200,00266660901
200,00266870906
200,00267000230
200,00267040244
200,00267100246
200,00267160430
200,00267220432
200,00267230803
404,00267710333
404,00267720233
200,00267790657
200,00267800514
200,00267990224
200,00268030517
200,00268080694
200,00268100518
200,00268250230
200,00268310166
404,00268450426
200,00268590437
200,00269440434
200,00269570628
200,00269750196
200,00269810123
200,00269920625
200,00269990651
200,00270210032
200,00270230022
200,00270350184
200,00270570369
200,00270680226
200,00270830227
200,00270840226
200,00270850225
200,00270950033
200,00270960222
000,00270970221
200,00271100224
200,00271230120
200,00271270126
200,00271570780
200,00271750275
404,00271960338
404,00272160516
200,00272230202
200,00272300229
404,00272430414
200,00272680083
200,00272830167
404,00273020693
404,00273460360
200,00273580126
404,00273850602
200,00273900183
200,00273990226
200,00274400605
200,00274440692
200,00274490903
200,00274540228
404,00274600063
404,00274730605
200,00274740604
200,00274760511
200,00274820083
200,00274940600
000,00274950468
404,00274990605
200,00275230092
200,00275260784
200,00275550838
404,00275560837
404,00275600831
404,00275650604
200,00276350782
404,00276370244
200,00276390903
200,00276510229
200,00276830437
200,00277280095
200,00277760807
404,00277840609
200,00277920096
200,00278010236
200,00278170220
200,00278200795
200,00278230602
200,00278290168
200,00278890033
200,00278910229
200,00279020796
200,00279310429
200,00279480099
200,00279600795
200,00279660229
200,00280280033
200,00280750241
200,00280790122
200,00280840125
200,00281170167
200,00281260604
404,00281270801
200,00281590653
404,00282020601
200,00282020791
404,00282190891
200,00282520808
200,00282690809
200,00283070605
200,00283120244
200,00283240125
200,00283250900
200,00283390805
200,00283490605
200,00283550127
200,00283710804
200,00283780609
404,00283910909
200,00284000510
404,00284250800
200,00284400330
200,00284440518
200,00284570439
404,00284720356
200,00285350369
404,00285400495
200,00285420469
200,00285510673
200,00285740809
200,00285750220
200,00285810800
404,00286130497
200,00286490438
200,00286510607
200,00286540166
404,00286650502
200,00286690227
200,00287060610
200,00288090228
200,00288380033
200,00288390032
404,00288630924
200,00288640162
404,00288650245
200,00289020125
200,00289060386
200,00289820383
200,00289880908
200,00289900227
200,00290170174
404,00290280494
200,00290400126
200,00290460336
200,00290650175
200,00290910223
200,00291010221
200,00291040228
200,00291090876
200,00291140226
200,00291270791
200,00291340164
200,00291360444
200,00291400877
404,00291470607
200,00291520047
200,00291620227
200,00291640225
200,00291650224
200,00292080389
404,00292200839
404,00292410362
200,00292750221
200,00293350229
200,00293540175
200,00294190160
200,00294190616
200,00294880240
200,00295160246
200,00295840037
200,00295870240
404,00296180185
200,00296280795
200,00296440092
200,00296510225
200,00296580798
200,00296600794
200,00296790793
200,00296840796
200,00296880792
200,00296900798
200,00296920796
200,00296950090
200,00296980790
200,00296990096
302,00297110389
200,00297210791
200,00297260796
200,00297290793
200,00297380792
200,00297440794
200,00297450793
200,00297460792
200,00297600793
200,00297610792
200,00297630790
200,00297640799
200,00297730798
200,00297750093
200,00297780793
200,00297790792
200,00297800799
200,00297810798
200,00297820797
200,00297830796
200,00297850794
200,00297870792
404,00297880908
200,00297890790
200,00297900797
404,00297910796
200,00297930794
200,00297950792
200,00297960197
200,00297960791
200,00297970790
200,00297990798
200,00298010794
200,00298040791
200,00298080797
200,00298090796
200,00298100793
200,00298110792
200,00298150798
200,00298160797
200,00298190794
200,00298220799
200,00298230798
200,00298350190
404,00298560095
200,00298600792
200,00298700196
200,00298720798
404,00298890161
200,00299100834
200,00299140194
404,00299150193
200,00299440198
200,00299740175
200,00300450129
200,00300620473
200,00300810793
200,00301100228
200,00301120226
200,00301160792
200,00301240792
200,00301260048
200,00301390795
404,00301430195
000,00301440194
200,00301970190
404,00301980199
404,00302030796
404,00302050604
200,00302450226
404,00302630199
200,00302640198
200,00302860192
200,00302890199
200,00302910195
200,00303060222
200,00303060792
200,00303410179
200,00303550602
200,00303600191
200,00303680607
200,00303690606
000,00303900609
200,00303930796
200,00304070196
404,00304220197
200,00304260409
404,00304290190
200,00304300197
200,00304310196
200,00304310790
200,00304320195
200,00304350192
200,00304380199
200,00304460199
404,00304470198
200,00304530173
404,00304660194
200,00304830193
200,00304840036
200,00304840192
404,00304860190
200,00304890197
200,00304900194
200,00304920192
200,00304940190
404,00304940604
200,00304960198
404,00304970197
404,00304990195
404,00305000192
200,00305020190
404,00305070195
404,00305100190
200,00305110199
200,00305120198
200,00305160798
200,00305440190
200,00305680191
200,00305870099
200,00306180720
200,00306690165
404,00306880600
404,00307000190
200,00307010199
200,00307040196
200,00307050195
200,00307380048
404,00307380162
200,00307390047
404,00307600635
404,00307740225
200,00307790048
200,00308030360
200,00308040047
000,00308090190
200,00308110139
200,00308110790
200,00308120120
200,00308140128
200,00308160126
200,00308170190
200,00308180124
200,00308220128
200,00308240126
200,00308460336
200,00308670223
200,00308700228
200,00308750223
200,00308770221
200,00308950096
200,00309060226
404,00309210128
200,00309210193
200,00309230126
200,00309250124
200,00309270122
200,00309290120
200,00309310126
200,00309330124
200,00309350122
404,00309370120
200,00309390128
200,00309410124
200,00309430122
200,00309450120
200,00309830206
200,00309870160
200,00310040191
200,00310050190
200,00310060199
404,00310070198
200,00310260195
000,00310610605
200,00310810825
200,00310870035
200,00310910229
200,00310930227
200,00311290795
200,00311380273
200,00311510093
404,00311510432
200,00311520308
200,00311560361
200,00311650790
200,00311700793
200,00311740609
200,00311870034
200,00311960504
200,00312100191
200,00312110190
404,00312450547
200,00312750433
200,00312790793
200,00313290389
404,00313290603
200,00313680795
200,00313710790
200,00313730798
200,00313820540
200,00313890162
200,00314120098
200,00314310798
404,00314350190
200,00314360199
200,00314620410
200,00314650193
200,00314770066
200,00314800418
200,00314810367
200,00315110031
404,00315220772
200,00315230771
200,00315250167
200,00315290023
